name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
tactics_asw_14,tactics_asw,,$technology_name_tactics_asw_14,1940,2,35,"depth_charge(150), asw_mod(120), sub_attack(75), detonation(-17.5)",depth_charge_6,submarine_attack(30),$technology_desc_tactics_asw_10,The lethality radius of the new depth charges becomes maximum. *Enables Depth charges Type III on Destroyers*,,
tactics_asw_15,tactics_asw,,$technology_name_tactics_asw_15,1916,2,35,"cost(tower_main;-12.5), asw_mod(50), sub_defend(10)",hydro_1,asw(20),$technology_desc_tactics_asw_15,"The hydrophone is a device that is used for recording or listening to underwater sound, in order to detect enemy submarines and torpedoes. When fitted to submarines it is used to trace nearby threats and help the submarine to evade danger. *Enables Hydrophone Type I on surface ships and submarines, Increases enemy submarine/torpedo detection range (No effect on Electrical Powered Submarines/Torpedoes), Enemy submarine stealth -10%, Friendly submarine survivability +5%*","Enables Hydrophone Type I on surface ships and submarines, Increases enemy submarine/torpedo detection range (No effect on Electrical Powered Submarines/Torpedoes)",
tactics_asw_16,tactics_asw,,$technology_name_tactics_asw_16,1919,1,35,"cost(tower_main;-25), asw_mod(65), sub_defend(15)",hydro_2,asw(30),$technology_desc_tactics_asw_16,"The new Hydrophone is more sensitive and allows the detection of sea objects at bigger range. *Enables Hydrophone Type II on surface ships and submarines, Increases enemy submarine/torpedo detection range (No effect on Electrical Powered Submarines/Torpedoes), Enemy submarine stealth -20%, Friendly submarine survivability +10%*","Enables Hydrophone Type II on surface ships and submarines, Increases enemy submarine/torpedo detection range (No effect on Electrical Powered Submarines/Torpedoes)",
tactics_asw_17,tactics_asw,,$technology_name_tactics_asw_17,1923,1,35,"cost(tower_main;-40), asw_mod(80), sub_defend(20)",hydro_3,asw(40),$technology_desc_tactics_asw_17,"The most advanced Hydrophone can detect sea objects at very big range but is completely useless against electric submarines and torpedoes. *Enables Hydrophone Type III on surface ships and submarines, Increases enemy submarine/torpedo detection range (No effect on Electrical Powered Submarines/Torpedoes), Enemy submarine stealth -30%, Friendly submarine survivability +15%*","Enables Hydrophone Type III on surface ships and submarines, Increases enemy submarine/torpedo detection range (No effect on Electrical Powered Submarines/Torpedoes)",
tactics_asw_18,tactics_asw,,$technology_name_tactics_asw_18,1926,1,35,"cost(tower_main;-65), asw_mod(150), sub_defend(30)",sonar_1,asw(60),$technology_desc_tactics_asw_18,"The Sonar is a revolutionary device that emmits underwater sounds and hears their echo, in order to detect enemy sea vessels. It can also work passively as a Hydrophone, only listening underwater sounds. *Replaces Hydrophone and Enables Sonar station I device for destroyers, cruisers, submarines, Allows the continuous detection of enemy submarines / torpedoes within 4 miles, Enemy submarine stealth -40%, Friendly submarine survivability +25%.","Replaces Hydrophone and Enables Sonar station I device for destroyers, cruisers, submarines",
tactics_asw_19,tactics_asw,,$technology_name_tactics_asw_19,1930,2,35,"cost(tower_main;-80), asw_mod(200), sub_defend(40)",sonar_2,asw(80),$technology_desc_tactics_asw_19,"A new advanced Sonar model has bigger detection range. *Enables Sonar station II device for destroyers, cruisers, submarines, Allows the continuous detection of enemy submarines / torpedoes within 6 miles, Enemy submarine stealth -50%, Friendly submarine survivability +35%.","Replaces Hydrophone and Enables Sonar station II device for destroyers, cruisers, submarines",
tactics_asw_20,tactics_asw,,$technology_name_tactics_asw_20,1935,2,35,"cost(tower_main;-105), asw_mod(250), sub_defend(50)",sonar_3,asw(100),$technology_desc_tactics_asw_20,"The most advanced Sonar device offers very large detection range. *Enables Sonar station III device for destroyers, cruisers, submarines, Allows the continuous detection of enemy submarines / torpedoes within 8 miles, Enemy submarine stealth -60%, Friendly submarine survivability +45%.","Replaces Hydrophone and Enables Sonar station III device for destroyers, cruisers, submarines",
tactics_asw_21,tactics_asw,,$technology_name_tactics_asw_21,1940,2,45,"end, asw_mod(2), sub_defend(2)",,asw_mod(2),$technology_desc_tactics_asw_21,"The most advanced Sonar device offers very large detection range. *Enables Sonar station III device for destroyers, cruisers, submarines, Allows the continuous detection of enemy submarines / torpedoes within 8 miles, Enemy submarine stealth -60%, Friendly submarine survivability +45%.","Replaces Hydrophone and Enables Sonar station III device for destroyers, cruisers, submarines",
# $techType_name_gun_sec,gun_sec,,,,,,,,,,,,
gun_sec_1,gun_sec,,$technology_name_gun_sec_1,1890,,30,"start, gun(2;1)",,,$technology_desc_gun_sec_1,,,
gun_sec_2,gun_sec,,$technology_name_gun_sec_2,1890,,30,"start, gun(3;1)",,,$technology_desc_gun_sec_2,,,
gun_sec_3,gun_sec,,$technology_name_gun_sec_3,1890,,30,"start, gun(4;1)",,,$technology_desc_gun_sec_3,,,
gun_sec_4,gun_sec,,$technology_name_gun_sec_4,1890,,30,"start, gun(5;1)",,,$technology_desc_gun_sec_4,,,
gun_sec_5,gun_sec,,$technology_name_gun_sec_5,1890,,30,"start, gun(6;1)",,,$technology_desc_gun_sec_5,,,
gun_sec_6,gun_sec,,$technology_name_gun_sec_6,1890,,30,"start, gun(7;1)",,,$technology_desc_gun_sec_6,,,
gun_sec_7,gun_sec,,$technology_name_gun_sec_7,1890,,30,"start, gun(8;1)",,,$technology_desc_gun_sec_7,,,
gun_sec_8,gun_sec,,$technology_name_gun_sec_8,1892,,30,gun(2;2),,,$technology_desc_gun_sec_8,,,
gun_sec_9,gun_sec,,$technology_name_gun_sec_9,1893,,30,gun(3;2),,,$technology_desc_gun_sec_9,,,
gun_sec_10,gun_sec,,$technology_name_gun_sec_10,1894,,30,gun(4;2),,,$technology_desc_gun_sec_10,,,
gun_sec_11,gun_sec,,$technology_name_gun_sec_11,1895,,30,gun(5;2),,,$technology_desc_gun_sec_11,,,
gun_sec_12,gun_sec,,$technology_name_gun_sec_12,1896,,30,gun(6;2),,,$technology_desc_gun_sec_12,,,
gun_sec_13,gun_sec,,$technology_name_gun_sec_13,1898,,30,gun(7;2),,,$technology_desc_gun_sec_13,,,
gun_sec_14,gun_sec,,$technology_name_gun_sec_14,1900,,30,gun(8;2),,,$technology_desc_gun_sec_14,,,
gun_sec_15,gun_sec,,$technology_name_gun_sec_15,1902,,30,gun(2;3),,,$technology_desc_gun_sec_15,,,
gun_sec_16,gun_sec,,$technology_name_gun_sec_16,1903,,30,gun(3;3),,,$technology_desc_gun_sec_16,,,
gun_sec_17,gun_sec,,$technology_name_gun_sec_17,1904,,30,gun(4;3),,,$technology_desc_gun_sec_17,,,
gun_sec_18,gun_sec,,$technology_name_gun_sec_18,1905,,30,gun(5;3),,,$technology_desc_gun_sec_18,,,
gun_sec_19,gun_sec,,$technology_name_gun_sec_19,1906,,30,gun(6;3),,,$technology_desc_gun_sec_19,,,
gun_sec_20,gun_sec,,$technology_name_gun_sec_20,1907,,30,gun(7;3),,,$technology_desc_gun_sec_20,,,
gun_sec_21,gun_sec,,$technology_name_gun_sec_21,1908,,30,gun(8;3),,,$technology_desc_gun_sec_21,,,
gun_sec_22,gun_sec,,$technology_name_gun_sec_22,1915,,30,gun(2;4),,,$technology_desc_gun_sec_22,,,
gun_sec_23,gun_sec,,$technology_name_gun_sec_23,1916,,30,gun(3;4),,,$technology_desc_gun_sec_23,,,
gun_sec_24,gun_sec,,$technology_name_gun_sec_24,1917,,30,gun(4;4),,,$technology_desc_gun_sec_24,,,
gun_sec_25,gun_sec,,$technology_name_gun_sec_25,1918,,30,gun(5;4),,,$technology_desc_gun_sec_25,,,
gun_sec_26,gun_sec,,$technology_name_gun_sec_26,1919,,30,gun(6;4),,,$technology_desc_gun_sec_26,,,
gun_sec_27,gun_sec,,$technology_name_gun_sec_27,1920,,30,gun(7;4),,,$technology_desc_gun_sec_27,,,
gun_sec_28,gun_sec,,$technology_name_gun_sec_28,1921,,30,gun(8;4),,,$technology_desc_gun_sec_28,,,
gun_sec_29,gun_sec,,$technology_name_gun_sec_29,1930,,30,gun(2;5),,,$technology_desc_gun_sec_29,,,
gun_sec_30,gun_sec,,$technology_name_gun_sec_30,1931,,30,gun(3;5),,,$technology_desc_gun_sec_30,,,
gun_sec_31,gun_sec,,$technology_name_gun_sec_31,1932,,30,gun(4;5),,,$technology_desc_gun_sec_31,,,
gun_sec_32,gun_sec,,$technology_name_gun_sec_32,1933,,30,gun(5;5),,,$technology_desc_gun_sec_32,,,
gun_sec_33,gun_sec,,$technology_name_gun_sec_33,1934,,30,gun(6;5),,,$technology_desc_gun_sec_33,,,
gun_sec_34,gun_sec,,$technology_name_gun_sec_34,1935,,30,gun(7;5),,,$technology_desc_gun_sec_34,,,
gun_sec_35,gun_sec,,$technology_name_gun_sec_35,1936,,30,gun(8;5),,,$technology_desc_gun_sec_35,,,
# $techType_name_gun_main,gun_main,,,,,,,,,,,,
gun_main_1,gun_main,,$technology_name_gun_main_1,1890,,35,"start, gun(10;1)",,,$technology_desc_gun_main_1,,,
gun_main_2,gun_main,,$technology_name_gun_main_2,1890,,35,"start, gun(11;1)",,,$technology_desc_gun_main_2,,,
gun_main_3,gun_main,,$technology_name_gun_main_3,1890,,35,"start, gun(12;1)",,,$technology_desc_gun_main_3,,,
gun_main_4,gun_main,,$technology_name_gun_main_4,1890,,35,"start, gun(9;1)",,,$technology_desc_gun_main_4,,,
gun_main_5,gun_main,,$technology_name_gun_main_5,1893,,35,gun(13;1),,,$technology_desc_gun_main_5,,,
gun_main_6,gun_main,,$technology_name_gun_main_6,1896,,35,gun(9;2),,,$technology_desc_gun_main_6,,,
gun_main_7,gun_main,,$technology_name_gun_main_7,1899,,35,gun(10;2),,,$technology_desc_gun_main_7,,,
gun_main_8,gun_main,,$technology_name_gun_main_8,1902,,35,gun(11;2),,,$technology_desc_gun_main_8,,,
gun_main_9,gun_main,,$technology_name_gun_main_9,1905,,35,gun(12;2),,,$technology_desc_gun_main_9,,,
gun_main_10,gun_main,,$technology_name_gun_main_10,1908,,35,gun(13;2),,,$technology_desc_gun_main_10,,,
gun_main_11,gun_main,,$technology_name_gun_main_11,1906,,35,gun(9;3),,,$technology_desc_gun_main_11,,,
gun_main_12,gun_main,,$technology_name_gun_main_12,1907,,35,gun(10;3),,,$technology_desc_gun_main_12,,,
gun_main_13,gun_main,,$technology_name_gun_main_13,1909,,35,gun(11;3),,,$technology_desc_gun_main_13,,,
gun_main_14,gun_main,,$technology_name_gun_main_14,1912,,35,gun(12;3),,,$technology_desc_gun_main_14,,,
gun_main_15,gun_main,,$technology_name_gun_main_15,1917,,35,gun(13;3),,,$technology_desc_gun_main_15,,,
gun_main_16,gun_main,,$technology_name_gun_main_16,1910,,35,gun(14;1),,,$technology_desc_gun_main_16,,,
gun_main_17,gun_main,,$technology_name_gun_main_17,1916,,35,gun(14;2),,,$technology_desc_gun_main_17,,,
gun_main_18,gun_main,,$technology_name_gun_main_18,1912,,35,gun(15;1),,,$technology_desc_gun_main_18,,,
gun_main_19,gun_main,,$technology_name_gun_main_19,1925,,35,gun(14;3),,,$technology_desc_gun_main_19,,,
gun_main_20,gun_main,,$technology_name_gun_main_20,1913,,35,gun(16;1),,,$technology_desc_gun_main_20,,,
gun_main_21,gun_main,,$technology_name_gun_main_21,1922,,35,gun(9;4),,,$technology_desc_gun_main_21,,,
gun_main_22,gun_main,,$technology_name_gun_main_22,1923,,35,gun(10;4),,,$technology_desc_gun_main_22,,,
gun_main_23,gun_main,,$technology_name_gun_main_23,1919,,35,gun(15;2),,,$technology_desc_gun_main_23,,,
gun_main_24,gun_main,,$technology_name_gun_main_24,1921,,35,gun(16;2),,,$technology_desc_gun_main_24,,,
gun_main_25,gun_main,,$technology_name_gun_main_25,1914,,35,gun(17;1),,,$technology_desc_gun_main_25,,,
gun_main_26,gun_main,,$technology_name_gun_main_26,1924,,35,gun(11;4),,,$technology_desc_gun_main_26,,,
gun_main_27,gun_main,,$technology_name_gun_main_27,1937,,35,gun(9;5),,,$technology_desc_gun_main_27,,,
gun_main_28,gun_main,,$technology_name_gun_main_28,1927,,35,gun(15;3),,,$technology_desc_gun_main_28,,,
gun_main_29,gun_main,,$technology_name_gun_main_29,1926,,35,gun(12;4),,,$technology_desc_gun_main_29,,,
gun_main_30,gun_main,,$technology_name_gun_main_30,1929,,35,gun(16;3),,,$technology_desc_gun_main_30,,,
gun_main_31,gun_main,,$technology_name_gun_main_31,1928,,35,gun(13;4),,,$technology_desc_gun_main_31,,,
gun_main_32,gun_main,,$technology_name_gun_main_32,1923,,35,gun(17;2),,,$technology_desc_gun_main_32,,,
gun_main_33,gun_main,,$technology_name_gun_main_33,1938,,35,gun(10;5),,,$technology_desc_gun_main_33,,,
gun_main_34,gun_main,,$technology_name_gun_main_34,1939,,35,gun(11;5),,,$technology_desc_gun_main_34,,,
gun_main_35,gun_main,,$technology_name_gun_main_35,1940,,35,gun(12;5),,,$technology_desc_gun_main_35,,,
gun_main_36,gun_main,,$technology_name_gun_main_36,1915,,35,gun(18;1),,,$technology_desc_gun_main_36,,,
gun_main_37,gun_main,,$technology_name_gun_main_37,1927,,35,gun(19;1),,,$technology_desc_gun_main_37,,,
gun_main_38,gun_main,,$technology_name_gun_main_38,1929,,35,gun(20;1),,,$technology_desc_gun_main_38,,,
gun_main_39,gun_main,,$technology_name_gun_main_39,1941,,35,gun(13;5),,,$technology_desc_gun_main_39,,,
gun_main_40,gun_main,,$technology_name_gun_main_40,1925,,35,gun(18;2),,,$technology_desc_gun_main_40,,,
gun_main_41,gun_main,,$technology_name_gun_main_41,1932,,35,gun(19;2),,,$technology_desc_gun_main_41,,,
gun_main_42,gun_main,,$technology_name_gun_main_42,1934,,35,gun(20;2),,,$technology_desc_gun_main_42,,,
