#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
5980,,Sanmenxia,china,dd,,,,,,
5981,,Shangyuanmen,china,dd,,,,,,
5982,,Shiziping,china,dd,,,,,,
5983,,Shuanglong,china,dd,,,,,,
5984,,Sigongli,china,dd,,,,,,
5985,,Tai'an,china,dd,,,,,,
5986,,Tangjiayuanzi,china,dd,,,,,,
5987,,Tangshan,china,dd,,,,,,
5988,,Jiangbei,china,dd,,,,,,
5989,,Tongjiayuanzi,china,dd,,,,,,
5990,,Tongyuanju,china,dd,,,,,,
5991,,Ürümqi,china,dd,,,,,,
5992,,Wugongli,china,dd,,,,,,
5993,,Wulidian,china,dd,,,,,,
5994,,Xiachengzi,china,dd,,,,,,
5995,,Xiejiawan,china,dd,,,,,,
5996,,Xingcheng,china,dd,,,,,,
5997,,Xinji,china,dd,,,,,,
5998,,Xinlitun,china,dd,,,,,,
5999,,Xinlong,china,dd,,,,,,
6000,,Xinmin,china,dd,,,,,,
6001,,Xinshancun,china,dd,,,,,,
6002,,Xuchang,china,dd,,,,,,
6003,,Xuetangwan,china,dd,,,,,,
6004,,Yangjiaping,china,dd,,,,,,
6005,,Yangquan,china,dd,,,,,,
6006,,Yichun,china,dd,,,,,,
6007,,Yuanjiagang,china,dd,,,,,,
6008,,Yuanyang,china,dd,,,,,,
6009,,Yudong,china,dd,,,,,,
6010,,Chongqing,china,dd,,,,,,
6011,,Yuhulu,china,dd,,,,,,
6012,,Zengjiayan,china,dd,,,,,,
6013,,Zhangye,china,dd,,,,,,
6014,,Zhengjiayuanzi,china,dd,,,,,,
6015,,Zhengzhou,china,dd,,,,,,
6016,,Guangzhou,china,bc,,,,,,
6017,,Shanghai,china,bc,,,,,,
6018,,Chongqing,china,bc,,,,,,
6019,,Beijing,china,bc,,,,,,
6020,,Hangzhou,china,bc,,,,,,
6021,,Wuhan,china,bc,,,,,,
6022,,Chengdu,china,bc,,,,,,
6023,,Tianjin,china,bc,,,,,,
6024,,Xi'an,china,bc,,,,,,
6025,,Jinan,china,bc,,,,,,
6026,,Shenzhen,china,bc,,,,,,
6027,,Nanjing,china,bc,,,,,,
6028,,Shenyang,china,bc,,,,,,
6029,,Harbin,china,bc,,,,,,
6030,,Shantou,china,bc,,,,,,
6031,,Suzhou,china,bc,,,,,,
6032,,Dongguan,china,bc,,,,,,
6033,,Wenzhou,china,bc,,,,,,
6034,,Qingdao,china,bc,,,,,,
6035,,Quanzhou,china,bc,,,,,,
6036,,Changsha,china,bc,,,,,,
6037,,Foshan,china,bc,,,,,,
6038,,Zhengzhou,china,bc,,,,,,
6039,,Fuzhou,china,bc,,,,,,
6040,,Nanchang,china,bc,,,,,,
6041,,Dalian,china,bc,,,,,,
6042,,Taiyuan,china,bc,,,,,,
6043,,Shijiazhuang,china,bc,,,,,,
6044,,Kunming,china,bc,,,,,,
6045,,Wuxi,china,bc,,,,,,
6046,,Xiamen,china,bc,,,,,,
6047,,Changchun,china,bc,,,,,,
6048,,Ningbo,china,bc,,,,,,
6049,,Zibo,china,bc,,,,,,
6050,,Hefei,china,bc,,,,,,
6051,,Changzhou,china,bc,,,,,,
6052,,Taizhou,china,bc,,,,,,
6053,,Tangshan,china,bc,,,,,,
6054,,Nantong,china,bc,,,,,,
6055,,Nanning,china,bc,,,,,,
6056,,Zhongshan,china,bc,,,,,,
6057,,Guiyang,china,bc,,,,,,
6058,,Ürümqi,china,bc,,,,,,
6059,,Huai'an,china,bc,,,,,,
6060,,Xuzhou,china,bc,,,,,,
6061,,Linyi,china,bc,,,,,,
6062,,Lanzhou,china,bc,,,,,,
6063,,Yangzhou,china,bc,,,,,,
6064,,Huizhou,china,bc,,,,,,
6065,,Anshan,china,bc,,,,,,
6066,,Huaibei,china,bc,,,,,,
6067,,Haikou,china,bc,,,,,,
6068,,Yiwu,china,bc,,,,,,
6069,,Baotou,china,bc,,,,,,
6070,,Liuzhou,china,bc,,,,,,
6071,,Anyang,china,bc,,,,,,
6072,,Hohhot,china,bc,,,,,,
6073,,Jilin,china,bc,,,,,,
6074,,Putian,china,bc,,,,,,
6075,,Huainan,china,bc,,,,,,
6076,,Xiangtan,china,bc,,,,,,
6077,,Yantai,china,bc,,,,,,
6078,,Nanchong,china,bc,,,,,,
6079,,Luoyang,china,bc,,,,,,
6080,,Jiangmen,china,bc,,,,,,
6081,,Nanyang,china,bc,,,,,,
6082,,Baoding,china,bc,,,,,,
6083,,Fuyang,china,bc,,,,,,
6084,,Tai'an,china,bc,,,,,,
6085,,Lu'an,china,bc,,,,,,
6086,,Datong,china,bc,,,,,,
6087,,Yancheng,china,bc,,,,,,
6088,,Zhanjiang,china,bc,,,,,,
6089,,Tengzhou,china,bc,,,,,,
6090,,Huangshi,china,bc,,,,,,
6091,,Jiangyin,china,bc,,,,,,
6092,,Zhuhai,china,bc,,,,,,
6093,,Qiqihar,china,bc,,,,,,
6094,,Weifang,china,bc,,,,,,
6095,,Yinchuan,china,bc,,,,,,
6096,,Changshu,china,bc,,,,,,
6097,,Dengzhou,china,bc,,,,,,
6098,,Cixi,china,bc,,,,,,
6099,,Changde,china,bc,,,,,,
6100,,Pizhou,china,bc,,,,,,
6101,,Baoji,china,bc,,,,,,
6102,,Suqian,china,bc,,,,,,
6103,,Daqing,china,bc,,,,,,
6104,,Bozhou,china,bc,,,,,,
6105,,Handan,china,bc,,,,,,
6106,,Panjin,china,bc,,,,,,
6107,,Wenling,china,bc,,,,,,
6108,,Ma'anshan,china,bc,,,,,,
6109,,Zigong,china,bc,,,,,,
6110,,Fushun,china,bc,,,,,,
6111,,Mianyang,china,bc,,,,,,
6112,,Yingkou,china,bc,,,,,,
6113,,Yichang,china,bc,,,,,,
6114,,Heze,china,bc,,,,,,
6115,,Chifeng,china,bc,,,,,,
6116,,Guilin,china,bc,,,,,,
6117,,Xiangyang,china,bc,,,,,,
6118,,Haicheng,china,bc,,,,,,
6119,,Rugao,china,bc,,,,,,
6120,,Xuchang,china,bc,,,,,,
6121,,Neijiang,china,bc,,,,,,
6122,,Zhangjiagang,china,bc,,,,,,
6123,,Yixing,china,bc,,,,,,
6124,,Fuqing,china,bc,,,,,,
6125,,Zhaoqing,china,bc,,,,,,
6126,,Xinyang,china,bc,,,,,,
6127,,Liaocheng,china,bc,,,,,,
6128,,Maoming,china,bc,,,,,,
6129,,Jiaxing,china,bc,,,,,,
6130,,Zhenjiang,china,bc,,,,,,
6131,,Tianshui,china,cl,,,,,,
6132,,Ganzhou,china,cl,,,,,,
6133,,Huazhou,china,cl,,,,,,
6134,,Qujing,china,cl,,,,,,
6135,,Dingzhou,china,cl,,,,,,
6136,,Wuhu,china,cl,,,,,,
6137,,Zhuji,china,cl,,,,,,
6138,,Xingtai,china,cl,,,,,,
6139,,Jingzhou,china,cl,,,,,,
6140,,Shouguang,china,cl,,,,,,
6141,,Yuzhou,china,cl,,,,,,
6142,,Bazhong,china,cl,,,,,,
6143,,Zoucheng,china,cl,,,,,,
6144,,Jining,china,cl,,,,,,
6145,,Zunyi,china,cl,,,,,,
6146,,Jinzhou,china,cl,,,,,,
6147,,Guigang,china,cl,,,,,,
6148,,Zhucheng,china,cl,,,,,,
6149,,Jinhua,china,cl,,,,,,
6150,,Hengyang,china,cl,,,,,,
6151,,Taixing,china,cl,,,,,,
6152,,Zhangqiu,china,cl,,,,,,
6153,,Zhuzhou,china,cl,,,,,,
6154,,Lianyungang,china,cl,,,,,,
6155,,Ezhou,china,cl,,,,,,
6156,,Pingdingshan,china,cl,,,,,,
6157,,Qinhuangdao,china,cl,,,,,,
6158,,Linhai,china,cl,,,,,,
6159,,Benxi,china,cl,,,,,,
6160,,Wuwei,china,cl,,,,,,
6161,,Hezhou,china,cl,,,,,,
6162,,Zaoyang,china,cl,,,,,,
6163,,Xiangcheng,china,cl,,,,,,
6164,,Dongying,china,cl,,,,,,
6165,,Yueyang,china,cl,,,,,,
6166,,Laiwu,china,cl,,,,,,
6167,,Bengbu,china,cl,,,,,,
6168,,Qidong,china,cl,,,,,,
6169,,Mudanjiang,china,cl,,,,,,
6170,,Danyang,china,cl,,,,,,
6171,,Wuchuan,china,cl,,,,,,
6172,,Feicheng,china,cl,,,,,,
6173,,Xianyang,china,cl,,,,,,
6174,,Linfen,china,cl,,,,,,
6175,,Xinyi,china,cl,,,,,,
6176,,Weihai,china,cl,,,,,,
6177,,Haimen,china,cl,,,,,,
6178,,Xinxiang,china,cl,,,,,,
6179,,Zaozhuang,china,cl,,,,,,
6180,,Kaifeng,china,cl,,,,,,
6181,,Shaoxing,china,cl,,,,,,
6182,,Jiamusi,china,cl,,,,,,
6183,,Suihua,china,cl,,,,,,
6184,,Langfang,china,cl,,,,,,
6185,,Jiaozuo,china,cl,,,,,,
6186,,Rizhao,china,cl,,,,,,
6187,,Zhoushan,china,cl,,,,,,
6188,,Yibin,china,cl,,,,,,
6189,,Kashgar,china,cl,,,,,,
6190,,Dandong,china,cl,,,,,,
6191,,Panzhihua,china,cl,,,,,,
6192,,Anqing,china,cl,,,,,,
6193,,Huludao,china,cl,,,,,,
6194,,Shaoyang,china,cl,,,,,,
6195,,Binzhou,china,cl,,,,,,
6196,,Zhangzhou,china,cl,,,,,,
6197,,Fuxin,china,cl,,,,,,
6198,,Dezhou,china,cl,,,,,,
6199,,Yangjiang,china,cl,,,,,,
6200,,Tieling,china,cl,,,,,,
6201,,Liaoyang,china,cl,,,,,,
6202,,Puyang,china,cl,,,,,,
6203,,Yulin,china,cl,,,,,,
6204,,Jingjiang,china,cl,,,,,,
6205,,Jiujiang,china,cl,,,,,,
6206,,Taizhou,china,cl,,,,,,
6207,,Chuzhou,china,cl,,,,,,
6208,,Cangzhou,china,cl,,,,,,
6209,,Aksu,china,cl,,,,,,
6210,,Beihai,china,cl,,,,,,
6211,,Zhoukou,china,cl,,,,,,
6212,,Hegang,china,cl,,,,,,
6213,,Nanping,china,cl,,,,,,
6214,,Chaozhou,china,cl,,,,,,
6215,,Lishui,china,cl,,,,,,
6216,,Lhasa,china,cl,,,,,,
6217,,Karamay,china,cl,,,,,,
6218,,Altay,china,cl,,,,,,
6219,,Lijiang,china,cl,,,,,,
###,,,portugal,,,,,,,
6220,,Imperio,portugal,ca,,,,,,
6221,,Lisboa,portugal,ca,,,,,,
6222,,Timor,portugal,ca,,,,,,
6223,,Goa,portugal,ca,,,,,,
6224,,Macau,portugal,ca,,,,,,
6225,,Moçambique,portugal,ca,,,,,,
6226,,Angola,portugal,ca,,,,,,
6227,,Guiné Bissau,portugal,ca,,,,,,
6228,,Açores,portugal,ca,,,,,,
6229,,Madeira,portugal,ca,,,,,,
6230,,Afonso Albuquerque,portugal,ca,,,,,,
6231,,Vasco da Gama,portugal,ca,,,,,,
6232,,Pedro Alvares Cabral,portugal,ca,,,,,,
6233,,Gil Eanes,portugal,ca,,,,,,
6234,,Bartolomeu Dias,portugal,ca,,,,,,
6235,,Fernão de Magalhães,portugal,ca,,,,,,
6236,,Diogo Cão,portugal,ca,,,,,,
6237,,Tristão Vaz Teixeira,portugal,ca,,,,,,
6238,,Gaspar Corte Real,portugal,ca,,,,,,
6239,,Sagres,portugal,ca,,,,,,
6240,,Infante D. Henrique,portugal,ca,,,,,,
6241,,Adamastor,portugal,ca,,,,,,
6242,,Luanda,portugal,ca,,,,,,
6243,,Duque da Terceira,portugal,ca,,,,,,
6244,,Duque de Palmela,portugal,ca,,,,,,
6245,,Carlos I,portugal,ca,,,,,,
6246,,Manuel II,portugal,ca,,,,,,
6247,,Princesa da Beira,portugal,ca,,,,,,
6248,,Calipso,portugal,ca,,,,,,
6249,,Real Voador,portugal,ca,,,,,,
6250,,Botafogo,portugal,ca,,,,,,
6251,,Flor do mar,portugal,ca,,,,,,
6252,,Esmeralda,portugal,ca,,,,,,
6253,,Estefânia,portugal,ca,,,,,,
6254,,Lisboa,portugal,cl,,,,,,
6255,,Timor,portugal,cl,,,,,,
6256,,Goa,portugal,cl,,,,,,
6257,,Macau,portugal,cl,,,,,,
6258,,Moçambique,portugal,cl,,,,,,
6259,,Angola,portugal,cl,,,,,,
6260,,Guiné Bissau,portugal,cl,,,,,,
6261,,Açores,portugal,cl,,,,,,
6262,,Madeira,portugal,cl,,,,,,
6263,,Afonso Albuquerque,portugal,cl,,,,,,
6264,,Vasco da Gama,portugal,cl,,,,,,
6265,,Pedro Alvares Cabral,portugal,cl,,,,,,
6266,,Gil Eanes,portugal,cl,,,,,,
6267,,Bartolomeu Dias,portugal,cl,,,,,,
6268,,Fernão de Magalhães,portugal,cl,,,,,,
6269,,Diogo Cão,portugal,cl,,,,,,
6270,,Tristão Vaz Teixeira,portugal,cl,,,,,,
6271,,Gaspar Corte Real,portugal,cl,,,,,,
6272,,Sagres,portugal,cl,,,,,,
6273,,Infante D. Henrique,portugal,cl,,,,,,
6274,,Luanda,portugal,cl,,,,,,
6275,,Duque da Terceira,portugal,cl,,,,,,
6276,,Duque de Palmela,portugal,cl,,,,,,
6277,,Princesa da Beira,portugal,cl,,,,,,
6278,,Calipso,portugal,cl,,,,,,
6279,,Real Voador,portugal,cl,,,,,,
6280,,Flor do mar,portugal,cl,,,,,,
6281,,Esmeralda,portugal,cl,,,,,,
6282,,Estefânia,portugal,cl,,,,,,
6283,,$-%,portugal,dd,,,,,,
6284,,$-%,portugal,tb,,,,,,
6285,,$-%,portugal,ss,,,,,,
###,,,brazil,,,,,,,
6286,,São Paulo,brazil,bb,,,,,,
6287,,Minas Gerais,brazil,bb,,,,,,
6288,,Rio de Janeiro,brazil,bb,,,,,,
6289,,Pernambuco,brazil,bb,,,,,,
6290,,Santa Catarina,brazil,bb,,,,,,
6291,,Rio Grande do Sul,brazil,bb,,,,,,
6292,,Paraná,brazil,bb,,,,,,
6293,,Pernambuco,brazil,bb,,,,,,
6294,,Mato Grosso,brazil,bb,,,,,,
6295,,Mato Grosso do sul,brazil,bb,,,,,,
6296,,Goiás,brazil,bb,,,,,,
6297,,Pernambuco,brazil,bb,,,,,,
6298,,Acre,brazil,bb,,,,,,
6299,,Rondonia,brazil,bb,,,,,,
6300,,Goiás,brazil,bb,,,,,,
6301,,Pará,brazil,bb,,,,,,
6302,,Amazona,brazil,bb,,,,,,
6303,,Roraima,brazil,bb,,,,,,
6304,,Rondonia,brazil,bb,,,,,,
6305,,Amapá,brazil,bb,,,,,,
6306,,Maranhão,brazil,bb,,,,,,
6307,,Ceará,brazil,bb,,,,,,
6308,,Piaui,brazil,bb,,,,,,
6309,,Bahia,brazil,bb,,,,,,
6310,,Paraiba,brazil,bb,,,,,,
6311,,Alagoas,brazil,bb,,,,,,
6312,,Rio Grande do Norte,brazil,bb,,,,,,
6313,,Sergipe,brazil,bb,,,,,,
6314,,Espirito Santo,brazil,bb,,,,,,
6315,,Tocatins,brazil,bb,,,,,,
6316,,São Paulo,brazil,bc,,,,,,
6317,,Minas Gerais,brazil,bc,,,,,,
6318,,Rio de Janeiro,brazil,bc,,,,,,
6319,,Pernambuco,brazil,bc,,,,,,
6320,,Santa Catarina,brazil,bc,,,,,,
6321,,Rio Grande do Sul,brazil,bc,,,,,,
6322,,Paraná,brazil,bc,,,,,,
6323,,Pernambuco,brazil,bc,,,,,,
6324,,Mato Grosso,brazil,bc,,,,,,
6325,,Mato Grosso do sul,brazil,bc,,,,,,
6326,,Goiás,brazil,bc,,,,,,
6327,,Pernambuco,brazil,bc,,,,,,
6328,,Acre,brazil,bc,,,,,,
6329,,Rondonia,brazil,bc,,,,,,
6330,,Goiás,brazil,bc,,,,,,
6331,,Pará,brazil,bc,,,,,,
6332,,Amazona,brazil,bc,,,,,,
6333,,Roraima,brazil,bc,,,,,,
6334,,Rondonia,brazil,bc,,,,,,
6335,,Amapá,brazil,bc,,,,,,
6336,,Maranhão,brazil,bc,,,,,,
6337,,Ceará,brazil,bc,,,,,,
6338,,Piaui,brazil,bc,,,,,,
6339,,Bahia,brazil,bc,,,,,,
6340,,Paraiba,brazil,bc,,,,,,
6341,,Alagoas,brazil,bc,,,,,,
6342,,Rio Grande do Norte,brazil,bc,,,,,,
6343,,Sergipe,brazil,bc,,,,,,
6344,,Espirito Santo,brazil,bc,,,,,,
6345,,Tocatins,brazil,bc,,,,,,
6346,,Atlantico,brazil,ca,,,,,,
6347,,Tamandaré,brazil,ca,,,,,,
6348,,Defensora,brazil,ca,,,,,,
6349,,Constituição,brazil,ca,,,,,,
6350,,Liberal,brazil,ca,,,,,,
6351,,Independência,brazil,ca,,,,,,
6352,,União,brazil,ca,,,,,,
6353,,Julio de Noronha,brazil,ca,,,,,,
6354,,Barroso,brazil,ca,,,,,,
6355,,Tupi,brazil,ca,,,,,,
6356,,Tikuna,brazil,ca,,,,,,
6357,,Riachuelo,brazil,ca,,,,,,
6358,,Humaitá,brazil,ca,,,,,,
6359,,Marambaia,brazil,ca,,,,,,
6360,,Piratini,brazil,ca,,,,,,
6361,,Pirajá,brazil,ca,,,,,,
6362,,Pampeiro,brazil,ca,,,,,,
6363,,Penedo,brazil,ca,,,,,,
6364,,Poti,brazil,ca,,,,,,
6365,,Pedro Teixeira,brazil,ca,,,,,,
6366,,Raposo Tavares,brazil,ca,,,,,,
6367,,Grajaú,brazil,ca,,,,,,
6368,,Guaíba,brazil,ca,,,,,,
6369,,Graúna,brazil,ca,,,,,,
6370,,Guajará,brazil,ca,,,,,,
6371,,Guaporé,brazil,ca,,,,,,
6372,,Gurupá,brazil,ca,,,,,,
6373,,Gurupi,brazil,ca,,,,,,
6374,,Guanabara,brazil,ca,,,,,,
6375,,Guarujá,brazil,ca,,,,,,
6376,,Guaratuba,brazil,ca,,,,,,
6377,,Gravatai,brazil,ca,,,,,,
6378,,Bracuí,brazil,ca,,,,,,
6379,,Benevente,brazil,ca,,,,,,
6380,,Bocaina,brazil,ca,,,,,,
6381,,Babitonga,brazil,ca,,,,,,
6382,,Macaé,brazil,ca,,,,,,
6383,,Maracanã,brazil,ca,,,,,,
6384,,Mangaratiba,brazil,ca,,,,,,
6385,,Araguari,brazil,ca,,,,,,
6386,,Marlim,brazil,ca,,,,,,
6387,,Barracuda,brazil,ca,,,,,,
6388,,Dourado,brazil,ca,,,,,,
6389,,Albacora,brazil,ca,,,,,,
6390,,Anequim,brazil,ca,,,,,,
6391,,Mearim,brazil,ca,,,,,,
6392,,Iguatemi,brazil,ca,,,,,,
6393,,Aratu,brazil,ca,,,,,,
6394,,Atalaia,brazil,ca,,,,,,
6395,,Araçatuba,brazil,ca,,,,,,
6396,,Albardão,brazil,ca,,,,,,
6397,,Tritão,brazil,ca,,,,,,
6398,,Triunfo,brazil,ca,,,,,,
6399,,Caboclo,brazil,ca,,,,,,
6400,,Paraguassú,brazil,ca,,,,,,
6401,,Rio Tocatins,brazil,ca,,,,,,
6402,,Rio Xingu,brazil,ca,,,,,,
6403,,Rio Solimões,brazil,ca,,,,,,
6404,,Rio Negro,brazil,ca,,,,,,
6405,,Mangangá,brazil,ca,,,,,,
6406,,Poraquê,brazil,ca,,,,,,
6407,,Cruzeiro do Sul,brazil,ca,,,,,,
6408,,Bauru,brazil,ca,,,,,,
6409,,Atlantico,brazil,cl,,,,,,
6410,,Tamandaré,brazil,cl,,,,,,
6411,,Defensora,brazil,cl,,,,,,
6412,,Constituição,brazil,cl,,,,,,
6413,,Liberal,brazil,cl,,,,,,
6414,,Independência,brazil,cl,,,,,,
6415,,União,brazil,cl,,,,,,
6416,,Julio de Noronha,brazil,cl,,,,,,
6417,,Barroso,brazil,cl,,,,,,
6418,,Tupi,brazil,cl,,,,,,
6419,,Tikuna,brazil,cl,,,,,,
6420,,Riachuelo,brazil,cl,,,,,,
6421,,Humaitá,brazil,cl,,,,,,
6422,,Marambaia,brazil,cl,,,,,,
6423,,Piratini,brazil,cl,,,,,,
6424,,Pirajá,brazil,cl,,,,,,
6425,,Pampeiro,brazil,cl,,,,,,
6426,,Penedo,brazil,cl,,,,,,
6427,,Poti,brazil,cl,,,,,,
6428,,Pedro Teixeira,brazil,cl,,,,,,
6429,,Raposo Tavares,brazil,cl,,,,,,
6430,,Grajaú,brazil,cl,,,,,,
6431,,Guaíba,brazil,cl,,,,,,
6432,,Graúna,brazil,cl,,,,,,
6433,,Guajará,brazil,cl,,,,,,
6434,,Guaporé,brazil,cl,,,,,,
6435,,Gurupá,brazil,cl,,,,,,
6436,,Gurupi,brazil,cl,,,,,,
6437,,Guanabara,brazil,cl,,,,,,
6438,,Guarujá,brazil,cl,,,,,,
6439,,Guaratuba,brazil,cl,,,,,,
6440,,Gravatai,brazil,cl,,,,,,
6441,,Bracuí,brazil,cl,,,,,,
6442,,Benevente,brazil,cl,,,,,,
6443,,Bocaina,brazil,cl,,,,,,
6444,,Babitonga,brazil,cl,,,,,,
6445,,Macaé,brazil,cl,,,,,,
6446,,Maracanã,brazil,cl,,,,,,
6447,,Mangaratiba,brazil,cl,,,,,,
6448,,Araguari,brazil,cl,,,,,,
6449,,Marlim,brazil,cl,,,,,,
6450,,Barracuda,brazil,cl,,,,,,
6451,,Dourado,brazil,cl,,,,,,
6452,,Albacora,brazil,cl,,,,,,
6453,,Anequim,brazil,cl,,,,,,
6454,,Mearim,brazil,cl,,,,,,
6455,,Iguatemi,brazil,cl,,,,,,
6456,,Aratu,brazil,cl,,,,,,
6457,,Atalaia,brazil,cl,,,,,,
6458,,Araçatuba,brazil,cl,,,,,,
6459,,Albardão,brazil,cl,,,,,,
6460,,Tritão,brazil,cl,,,,,,
6461,,Triunfo,brazil,cl,,,,,,
6462,,Caboclo,brazil,cl,,,,,,
6463,,Paraguassú,brazil,cl,,,,,,
6464,,Rio Tocatins,brazil,cl,,,,,,
6465,,Rio Xingu,brazil,cl,,,,,,
6466,,Rio Solimões,brazil,cl,,,,,,
6467,,Rio Negro,brazil,cl,,,,,,
6468,,Mangangá,brazil,cl,,,,,,
6469,,Poraquê,brazil,cl,,,,,,
6470,,Cruzeiro do Sul,brazil,cl,,,,,,
6471,,Bauru,brazil,cl,,,,,,
6472,,$-%,brazil,dd,,,,,,
6473,,$-%,brazil,tb,,,,,,
6474,,$-%,brazil,ss,,,,,,
###,,,netherlands,,,,,,,
6475,,De Zeven Provinciën,netherlands,bb,,,,,,
6476,,Admiraal Tjerk Hiddes De Vries,netherlands,bb,,,,,,
6477,,Aemilia,netherlands,bb,,,,,,
6478,,Batavier,netherlands,bb,,,,,,
6479,,Beschermer,netherlands,bb,,,,,,
6480,,Brederode,netherlands,bb,,,,,,
6481,,Delft,netherlands,bb,,,,,,
6482,,Eendracht,netherlands,bb,,,,,,
6483,,Gelijkheid,netherlands,bb,,,,,,
6484,,Gouden Leeuw,netherlands,bb,,,,,,
6485,,Hercules,netherlands,bb,,,,,,
6486,,Staaten Generaal,netherlands,bb,,,,,,
6487,,Vrijheid,netherlands,bb,,,,,,
6488,,Wassenaar,netherlands,bb,,,,,,
6489,,Willem de Eerste,netherlands,bb,,,,,,
6490,,Zwanenburg,netherlands,bb,,,,,,
6491,,Oudshoorn,netherlands,bb,,,,,,
6492,,Luipaard,netherlands,bb,,,,,,
6493,,Nairana,netherlands,bb,,,,,,
6494,,Karel Doorman,netherlands,bb,,,,,,
6495,,De Zeven Provinciën,netherlands,bc,,,,,,
6496,,Admiraal Tjerk Hiddes De Vries,netherlands,bc,,,,,,
6497,,Aemilia,netherlands,bc,,,,,,
6498,,Batavier,netherlands,bc,,,,,,
6499,,Beschermer,netherlands,bc,,,,,,
6500,,Brederode,netherlands,bc,,,,,,
6501,,Delft,netherlands,bc,,,,,,
6502,,Eendracht,netherlands,bc,,,,,,
6503,,Gelijkheid,netherlands,bc,,,,,,
6504,,Gouden Leeuw,netherlands,bc,,,,,,
6505,,Hercules,netherlands,bc,,,,,,
6506,,Staaten Generaal,netherlands,bc,,,,,,
6507,,Vrijheid,netherlands,bc,,,,,,
6508,,Wassenaar,netherlands,bc,,,,,,
6509,,Willem de Eerste,netherlands,bc,,,,,,
6510,,Zwanenburg,netherlands,bc,,,,,,
6511,,Oudshoorn,netherlands,bc,,,,,,
6512,,Luipaard,netherlands,bc,,,,,,
6513,,Nairana,netherlands,bc,,,,,,
6514,,Karel Doorman,netherlands,bc,,,,,,
6515,,Holland,netherlands,ca,,,,,,
6516,,Rotterdam,netherlands,ca,,,,,,
6517,,Alkmaar,netherlands,ca,,,,,,
6518,,Noordzee,netherlands,ca,,,,,,
6519,,Noorderhaaks,netherlands,ca,,,,,,
6520,,Linge,netherlands,ca,,,,,,
6521,,Breezand,netherlands,ca,,,,,,
6522,,Pontianak,netherlands,ca,,,,,,
6523,,Riouw,netherlands,ca,,,,,,
6524,,Batavia ,netherlands,ca,,,,,,
6525,,Samarang,netherlands,ca,,,,,,
6526,,Makassar,netherlands,ca,,,,,,
6527,,Haarlemmermeer,netherlands,ca,,,,,,
6528,,Hector,netherlands,ca,,,,,,
6529,,Soembing,netherlands,ca,,,,,,
6530,,Soestdijk,netherlands,ca,,,,,,
6531,,Vulkaan,netherlands,ca,,,,,,
6532,,Van Amstel,netherlands,ca,,,,,,
6533,,Van Ewijk,netherlands,ca,,,,,,
6534,,Van Zijll,netherlands,ca,,,,,,
6535,,De Zeeuw,netherlands,ca,,,,,,
6536,,De Bitter,netherlands,ca,,,,,,
6537,,Soemba ,netherlands,ca,,,,,,
6538,,Lynx,netherlands,ca,,,,,,
6539,,Sperwer,netherlands,ca,,,,,,
6540,,Thor,netherlands,ca,,,,,,
6541,,Schorpioen,netherlands,ca,,,,,,
6542,,Stier,netherlands,ca,,,,,,
6543,,Holland,netherlands,cl,,,,,,
6544,,Rotterdam,netherlands,cl,,,,,,
6545,,Alkmaar,netherlands,cl,,,,,,
6546,,Noordzee,netherlands,cl,,,,,,
6547,,Noorderhaaks,netherlands,cl,,,,,,
6548,,Linge,netherlands,cl,,,,,,
6549,,Breezand,netherlands,cl,,,,,,
6550,,Pontianak,netherlands,cl,,,,,,
6551,,Riouw,netherlands,cl,,,,,,
6552,,Batavia ,netherlands,cl,,,,,,
6553,,Samarang,netherlands,cl,,,,,,
6554,,Makassar,netherlands,cl,,,,,,
6555,,Haarlemmermeer,netherlands,cl,,,,,,
6556,,Hector,netherlands,cl,,,,,,
6557,,Soembing,netherlands,cl,,,,,,
6558,,Soestdijk,netherlands,cl,,,,,,
6559,,Vulkaan,netherlands,cl,,,,,,
6560,,Van Amstel,netherlands,cl,,,,,,
6561,,Van Ewijk,netherlands,cl,,,,,,
6562,,Van Zijll,netherlands,cl,,,,,,
6563,,De Zeeuw,netherlands,cl,,,,,,
6564,,De Bitter,netherlands,cl,,,,,,
6565,,Soemba ,netherlands,cl,,,,,,
6566,,Lynx,netherlands,cl,,,,,,
6567,,Sperwer,netherlands,cl,,,,,,
6568,,Thor,netherlands,cl,,,,,,
6569,,Schorpioen,netherlands,cl,,,,,,
6570,,Stier,netherlands,cl,,,,,,
6571,,N-%,netherlands,dd,,,,,,
6572,,Z-%,netherlands,tb,,,,,,
6573,,O-%,netherlands,ss,,,,,,
###,,,ottoman,,,,,,,
6574,,Mahmudiye,ottoman,bb,,,,,,
6575,,Abdül Kadir,ottoman,bb,,,,,,
6576,,Turgut Reis,ottoman,bb,,,,,,
6577,,Hayreddin Barbarossa,ottoman,bb,,,,,,
6578,,Reşadiye,ottoman,bb,,,,,,
6579,,Fatih Sultan Mehmed,ottoman,bb,,,,,,
6580,,Sultan Osman-i Evvel,ottoman,bb,,,,,,
6581,,Peyk-i Zafer,ottoman,bb,,,,,,
6582,,Kosova,ottoman,bb,,,,,,
6583,,Fethiye,ottoman,bb,,,,,,
6584,,Şadiye,ottoman,bb,,,,,,
